,Age,CapitalGain,CapitalLoss,HoursPerWeek,Work-Class,Education,Marital_status,Ocupation,Relationship,Race,Sex,Country,prediction
6518,49,0,0,38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, United-States,0
10923,30,0,0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
31018,21,0,0,40, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,0
21396,35,0,0,15, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, United-States,0
31312,31,0,0,50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
12273,23,0,0,36, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female, United-States,0
27584,27,0,0,40, Private, 11th, Separated, Farming-fishing, Other-relative, White, Male, Puerto-Rico,0
21561,65,0,0,20, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
13154,46,0,0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States,0
1215,63,0,0,40, ?, Bachelors, Widowed, ?, Not-in-family, White, Female, United-States,0
11717,44,0,1902,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,1
17081,23,0,0,40, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
6667,36,0,0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
8125,53,0,0,60, Self-emp-not-inc, Bachelors, Never-married, Sales, Unmarried, White, Male, United-States,0
5418,59,0,0,43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
7716,58,7688,0,55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,1
14464,41,0,0,40, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
9458,59,0,0,40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male, United-States,0
6294,30,0,0,36, Private, Some-college, Never-married, Other-service, Unmarried, White, Female, United-States,0
24921,56,0,0,40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States,0
19043,30,0,0,40, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male, United-States,0
2309,64,0,0,38, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States,0
19297,33,0,0,40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,0
19459,55,0,1887,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
11554,30,0,0,72, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
20915,60,0,0,40, ?, 9th, Married-civ-spouse, ?, Husband, White, Male, United-States,0
29287,25,0,0,25, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female, United-States,0
21309,41,0,0,40, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
8559,26,0,0,40, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States,0
22601,60,0,0,40, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,1
17089,21,0,0,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,0
21067,35,0,0,35, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female, United-States,1
846,40,0,0,50, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,0
27656,42,0,0,40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
2017,57,0,2258,40, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,1
12314,26,0,0,40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States,1
2659,26,0,0,60, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, Columbia,1
5262,42,0,0,40, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female, United-States,0
19727,38,0,0,45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, ?,0
1987,28,0,0,3, ?, Assoc-acdm, Married-AF-spouse, ?, Wife, White, Female, United-States,0
6454,40,0,0,40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
5953,25,0,0,40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, United-States,0
30164,42,0,0,40, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,0
8647,25,0,0,40, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Black, Female, United-States,0
3963,83,0,0,20, ?, HS-grad, Widowed, ?, Not-in-family, White, Female, United-States,0
14661,47,0,0,60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
7076,30,0,0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
22681,47,0,0,20, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female, United-States,0
543,27,0,0,40, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
12518,60,3781,0,16, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
20189,22,0,0,34, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States,0
3294,43,0,0,40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
263,59,4064,0,40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
10159,54,0,0,40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
13399,46,0,0,30, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
28255,46,0,0,40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
28199,25,0,0,40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
20552,33,0,0,70, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male, United-States,1
31453,33,0,0,55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
27751,30,0,0,40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
203,42,0,1340,40, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
29297,18,0,0,30, ?, HS-grad, Never-married, ?, Own-child, White, Female, United-States,0
12955,45,0,0,65, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
18441,23,0,0,40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
23244,58,0,0,53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
20843,53,0,0,50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
25799,46,0,1887,40, Federal-gov, Masters, Married-civ-spouse, Armed-Forces, Husband, White, Male, United-States,1
18826,50,0,0,52, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
30133,38,0,0,40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
10272,52,0,0,38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
14331,36,0,0,40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female, United-States,0
17501,55,0,0,40, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
23552,70,0,0,40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
24894,62,0,0,30, ?, Masters, Married-civ-spouse, ?, Husband, White, Male, United-States,1
5589,30,0,0,45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
11957,49,0,0,40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,1
2215,33,0,0,48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
15875,59,0,0,45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
559,30,0,0,40, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male, Mexico,0
20467,58,0,0,40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
32363,41,0,0,40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
16705,59,0,0,20, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male, England,0
7642,62,0,0,40, Private, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female, United-States,0
6520,34,0,0,40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
21460,18,0,0,20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
13351,26,5178,0,40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
25942,38,0,0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, United-States,0
8615,33,0,0,45, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
22711,34,0,0,40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
13789,44,0,0,45, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female, United-States,0
6059,35,0,0,16, ?, 10th, Divorced, ?, Unmarried, White, Female, ?,0
16957,31,0,0,35, Private, 1st-4th, Separated, Handlers-cleaners, Unmarried, White, Male, Honduras,0
4981,41,0,0,40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
7041,35,0,0,40, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
3895,62,0,0,45, ?, Some-college, Married-civ-spouse, ?, Wife, White, Female, United-States,1
15482,31,0,0,40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States,0
17689,40,0,1887,40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
26539,59,0,0,40, State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
26703,29,0,0,40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
2299,25,0,0,40, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female, United-States,0
5929,42,0,0,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
28678,33,0,0,60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
2164,47,0,0,8, ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female, United-States,0
771,37,0,0,32, Private, 5th-6th, Separated, Farming-fishing, Not-in-family, White, Male, Guatemala,0
11740,49,0,0,20, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States,0
16090,44,0,0,30, Private, 10th, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female, United-States,0
31652,40,4386,0,50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
22866,57,0,0,45, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male, Mexico,0
28371,51,0,0,40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
13722,45,0,1977,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
9580,35,0,0,28, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, ?,0
31017,48,0,0,40, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States,0
27280,25,0,0,40, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States,0
21992,59,99999,0,43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
30955,33,0,0,40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
19785,30,0,0,25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
11735,25,0,0,40, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
31846,29,0,0,42, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female, United-States,0
2054,20,0,0,40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States,0
27449,54,0,0,40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
14360,24,0,0,40, ?, HS-grad, Never-married, ?, Other-relative, Amer-Indian-Eskimo, Female, United-States,0
10514,42,0,0,40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
20059,49,0,0,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
8495,47,0,0,50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
4396,17,0,0,10, Private, 12th, Never-married, Sales, Not-in-family, White, Female, ?,0
24792,30,0,0,40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
26450,24,0,0,36, ?, HS-grad, Never-married, ?, Not-in-family, White, Female, United-States,0
20100,65,0,0,40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
14167,32,0,0,40, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Female, United-States,1
30053,35,0,0,40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
4811,26,0,0,40, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
21022,26,0,0,40, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male, United-States,0
8650,36,0,0,40, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
1741,45,0,0,32, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
30518,38,3137,0,50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
4159,25,0,0,45, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male, United-States,0
957,33,0,0,40, Local-gov, 10th, Divorced, Transport-moving, Not-in-family, White, Male, United-States,0
8128,57,0,0,45, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
2917,30,0,0,40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,1
18297,43,0,0,40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
12599,49,5178,0,40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
4096,59,0,0,40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
26887,36,0,0,80, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
20946,37,0,0,35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,0
